,Dataset Order,Dataset Title,Dataset Link,Dataset Produced By,Dataset Description,Dataset Identificador,Dataset Publisher,Dataset Author,Dataset Contact Name,Dataset Contact Email,Dataset Release Date,Dataset Modified Date,Dataset Temporal Coverage,Dataset Frequency,Dataset Public Access Level,Dataset Homepage URL,Dataset Language,Dataset License,File Title,File Description,File Format,File Link
222,N_24,Registro de Gas Natural - Septiembre 2018 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,"""Registro de Gas Natural categorizado por: - Gas Natural Comprimido - Gas Natural Vehicular""",039ff26b-a914-4298-9f03-8952b95698c9,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-14,,,Public,,,,Registro de Gas Natural - Consumidores Directos de GNV - Abril 2018,LISTADO DE REGISTROS HÁBILES DE CONSUMIDORES DIRECTOS DE GNV OTORGADOS POR...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/5.-CD-GNV.xls
223,N_24,Registro de Gas Natural - Septiembre 2018 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,"""Registro de Gas Natural categorizado por: - Gas Natural Comprimido - Gas Natural Vehicular""",039ff26b-a914-4298-9f03-8952b95698c9,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-14,,,Public,,,,Registro de Gas Natural - Establecimientos destinados al Suministros de GNV - Agosto 2018,LISTADO DE REGISTROS HÁBILES DE ESTABLECIMIENTOS DESTINADOS AL SUMINISTRO DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/6.-EDS-GNV-SIT.xls
224,N_25,Sistema de Tanques Enterrados (STE) - Registro Personas - Indice de Riesgos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/sistema-de-tanques-enterrados-ste-registro-personas-indice-de-riesgos-agosto-2017-osinergmin,,,e2350075-0c9b-4279-85de-8cc27e0ec409,,,,,2017-09-27,2017-09-27,,,,,,,Personas habilitadas para elaborar Informes de Indice de Riesgos de los Sistemas de Tanques Enterrados al 09 de agosto de 2017,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/Registro_REIR.xls
225,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Consumidores Directos con Instalaciones Fijas - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/CDCLyOPDHconInstalacionesFijas.xls
226,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos con Instalaciones Móviles - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/CDCLyOPDHconInstalacionesM%C3%B3viles.xls
227,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Comercializadores de Combustible de Aviación - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/ComercializadoresdeCombustibledeAviaci%C3%B3n.xls
228,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Comercializadores de Combustible de Embarcación - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/ComercializadoresdeCombustibledeEmbarcaci%C3%B3n.xls
229,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Distribuidores Mayoristas Combustibles Líquidos - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/DistribuidoresMayoristasCombustiblesL%C3%ADquidos.xls
230,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Distribuidores Mayoristas OPDH - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/DistribuidoresMayoristasOPDH.xls
231,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Plantas de Procesamiento de Hidrocarburos - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/Plantas%20de%20Procesamiento%20de%20Hidrocarburos.xls
232,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Plantas de Lubricantes - Agosto 2017,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/Plantas%20de%20Lubricantes.xls
233,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Medio de Transporte Acuático - Agosto 2017,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/MediosdeTransporteAcu%C3%A1tico.xls
234,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Estaciones de Servicios con GLP y GNV - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/EESSconGLPyGNV.xls
235,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Estaciones de Servicios con GNV - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/EESSconGNV.xls
236,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Estaciones de Servicios con Gasocentro de GLP - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/EstacionesdeServicioconGasocentrodeGLP.xls
237,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Gasocentros - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/Gasocentros.xls
238,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Grifos Flotantes - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/GrifosFlotantes.xls
239,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Grifos Rurales con Almacenamiento en Cilindros - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/GrifosRuralesconalmacenamientoenCilindros.xls
240,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Grifos y Estaciones de Servicios - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/GrifosyEstacionesdeServicios.xls
241,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Consumidor Directo de GLP - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/ConsumidorDirectodeGLP.xls
242,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Importadores de GLP - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/ImportadordeGLP.xls
243,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Locales de Venta de GLP - Agosto 2017 ,,zip,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/LocalesdeVentadeGLP.zip
244,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Planta de Abastecimiento de GLP - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/PlantadeAbastecimientoGLP.xls
245,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Plantas Envasadora de GLP - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/PlantaEnvasadoraGLP.xls
246,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Redes de Distribución de GLP - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/RedesdeDistribuci%C3%B3ndeGLP.xls
247,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Distribuidores a Granel de GLP - Agosto 2017,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/DistribuidoresaGraneldeGLP.xls
248,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Distribuidores en Cilindros de GLP - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/DistribuidoresenCilindrosdeGLP.xls
249,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Distribuidores Minorista de Combustibles Líquidos y OPDH - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/DistribuidoresMinoristasdeCombustiblesL%C3%ADquidosyOPDH.xls
250,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Consumidores Menores - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/ConsumidoresMenores.xls
251,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Transporte de GLP a Granel  - Agosto 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/TransporteGLPaGranel.xls
252,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Transporte de GLP en Cilindros  - Agosto 2017 ,,zip,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/TransporteGLPenCilindros.zip
253,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Transporte Terrestre de Petróleo Crudo - Agosto 2017,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/TransporteTerrestredePetr%C3%B3leoCrudo.xls
254,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Transportistas de Combustibles Líquidos en Cilindros - Agosto 2017,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/TransportistasdeCombustiblesL%C3%ADquidosenCilindros.xls
255,N_26,Registro de Hidrocarburos Líquidos - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-agosto-2017-osinergmin,,,60a54e4e-f410-4a85-a1fe-bada6afa533e,,,,,2017-09-01,2017-09-05,,,,,,,Registro de Hidrocarburos - Transportistas de Combustibles Líquidos y OPDH - Agosto 2017,,zip,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/TransportistasdeCombustiblesL%C3%ADquidosyOPDH.zip
256,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Estaciones de Compresión de GNC - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/6.-ESTACION-COMPRESION-GNC.xls
257,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Centros de Descompresión de GNC - Junio 2017,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/7.-CENTROS-DESCOMPRESION-GNC.xls
258,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Estaciones de Carga de GNC - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/8.-ESTACION-CARGA-GNC.xls
259,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Consumidores Directos de GNC - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/9.-CD-GNC.xls
260,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Unidades de Trasvace de GNC - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/10.-UNIDAD-TRASVASE-GNC.xls
261,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Medios de Transporte de GNC - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/11.-TRANSPORTES-GNC.xls
262,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Medios de Transporte de GNC - Junio 2017 ,,data,/dataset/registro-de-gas-natural-agosto-2017-osinergmin/resource/fd6f4ac2-62ff-40b6-be54-7de743ae2ae4
263,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Unidad Movil de GNC - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/12.-UNIDAD-MOVIL-GNC.xls
264,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Estaciones de Servicio de Combustibles Líquidos con GNV - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/1.-EESS-GNV.xls
265,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Estaciones de Servicio con GLP y GNV - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/2.-EESS-GLP-GNV.xls
266,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Establecimientos de Venta al Público de GNV - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/3.-Estacion-GNV.xls
267,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Gasocentros de GLP con Establecimientos de Venta al Público de GNV - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/4.-GLP-GNV.xls
268,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Consumidores Directos de GNV - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/5.-CD-GNV.xls
269,N_27,Registro de Gas Natural - Junio 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-junio-2017-osinergmin,,,d3d74459-97a5-4d81-b8a8-5b4af39f649d,,,,,2017-08-24,2017-08-24,,,,,,,Registro de Gas Natural - Establecimientos destinados al Suministros de GNV - Junio 2017 ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/6.-EDS-GNV-SIT.xls
270,N_28,Registro de Instaladores Habilitados de Gas Natural - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-instaladores-habilitados-de-gas-natural-agosto-2017-osinergmin,,,9ce8c5ea-cc8b-4446-8486-fcf43f2d78ce,,,,,2017-08-24,2017-08-24,,,,,,Other (Public Domain),Instaladores de Gas Natural - Persona Juridica ,,pdf,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/PersonaJuridica.pdf
271,N_28,Registro de Instaladores Habilitados de Gas Natural - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-instaladores-habilitados-de-gas-natural-agosto-2017-osinergmin,,,9ce8c5ea-cc8b-4446-8486-fcf43f2d78ce,,,,,2017-08-24,2017-08-24,,,,,,Other (Public Domain),Instaladores de Gas Natural - Persona Natural - IG1 ,,pdf,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/PersonaNaturalIG-1.pdf
272,N_28,Registro de Instaladores Habilitados de Gas Natural - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-instaladores-habilitados-de-gas-natural-agosto-2017-osinergmin,,,9ce8c5ea-cc8b-4446-8486-fcf43f2d78ce,,,,,2017-08-24,2017-08-24,,,,,,Other (Public Domain),Instaladores de Gas Natural - Persona Natural - IG2 ,,pdf,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/PersonaNaturalIG-2.pdf
273,N_28,Registro de Instaladores Habilitados de Gas Natural - Agosto 2017 - OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/registro-de-instaladores-habilitados-de-gas-natural-agosto-2017-osinergmin,,,9ce8c5ea-cc8b-4446-8486-fcf43f2d78ce,,,,,2017-08-24,2017-08-24,,,,,,Other (Public Domain),Instaladores de Gas Natural - Persona Natural - IG3 ,,pdf,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/08/PersonaNaturalIG-3.pdf
274,N_29,Inscripción de Empresas Cubicadoras - Marzo 2017- OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/inscripci%C3%B3n-de-empresas-cubicadoras-marzo-2017-osinergmin,Presidencia del Consejo de Ministros,,a3b23dc5-1376-4571-bccd-3910e9f7c23e,Presidencia del Consejo de Ministros,,,,2017-05-18,2017-07-06,,,,,,,Inscripción de Empresas Cubicadoras - Marzo 2017- OSINERGMIN,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/05/STE-Registro-Empresas-Cubicadoras.xls
275,N_30,Pliegos Tarifarios aplicables al Cliente Final por Departamento - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/pliegos-tarifarios-aplicables-al-cliente-final-por-departamento-osinergmin,Presidencia del Consejo de Ministros,,7aadbffb-3295-4865-8eb9-bf8f6e601e43,Presidencia del Consejo de Ministros,,,,2017-05-22,2017-07-06,,,,,,,Pliegos Tarifarios aplicables al Cliente Final - OSINERGMIN,,,http://www.osinergmin.gob.pe/seccion/institucional/regulacion-tarifaria/pliegos-tarifarios/electricidad/pliegos-tarifiarios-cliente-final
276,N_31,Precios de Referencia de Combustibles Derivados del Petróleo - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/precios-de-referencia-de-combustibles-derivados-del-petr%C3%B3leo-osinergmin,Presidencia del Consejo de Ministros,,56e21b5e-93f8-467e-88af-cb1a4788475e,Presidencia del Consejo de Ministros,,,,2017-06-08,2017-07-06,,,,,,,Precios de Referencia de Combustibles,,,http://www.osinergmin.gob.pe/seccion/institucional/Paginas/VisorPreciosReferencia.aspx?Codigo=2017
